image,question,answer
image586,"What does not stain with the probe for 22q11 .2,  indicating a microdeletion in this region?",one of the two chromosomes
image586,What does one of the two chromosomes for 22q11 .2 not stain with?,the probe for 22q112
image586,"Does one of the two chromosomes not stain with the probe for 22q11 .2,  indicating a microdeletion in this region?",yes
image587,What shows characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,cortex
image587,Does the cortex show characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,yes
image587,Is the infiltrate in the lumina enlarged in size and weight?,no
image587,What does the cortex show?,characteristic 'flea bitten kidney '
image587,Is the kidney enlarged in size and weight?,yes
image587,What is the kidney enlarged in?,size and weight
image587,What is enlarged in size and weight?,kidney
image587,Does the silicotic nodule show characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,no
image588,Is microscopy slightly depressed on the surface?,no
image588,What lies internally?,the apex
image588,Does the apex lie internally?,yes
image588,Does the spleen lie internally?,no
image588,What is pale while the margin is haemorrhagic?,the central area
image588,What is on the surface?,the wedge-shaped infarct
image588,What is slightly depressed on the surface?,the wedge-shaped infarct
image588,Is wide base on the surface?,no
image588,Is the margin pale while the margin is haemorrhagic?,no
image588,Is the wedge-shaped infarct slightly depressed on the surface?,yes
image588,Where is the wedge-shaped infarct slightly depressed?,on the surface
image588,How is the central area?,pale
image588,Is the central area pale while the margin is haemorrhagic?,yes
image588,Is amyloid on the surface?,no
image589,Does bilayer lipid membrane show tiny petechial haemorrhages visible through the capsule?,no
image589,Is the kidney enlarged in size and weight?,yes
image589,How is the kidney?,enlarged in size and weight
image589,Is epra bacilli in ll seen in fite-faraco enlarged in size and weight?,no
image589,What is enlarged in size and weight?,kidney
image589,What does the cortex show visible through the capsule?,tiny petechial haemorrhages
image589,Does the cortex show tiny petechial haemorrhages visible through the capsule?,yes
image589,What shows tiny petechial haemorrhages visible through the capsule?,cortex
image590,What is separated from test solution below?,suspension of leucocytes above
image590,Is suspension of leucocytes above separated from test solution below?,yes
image590,Are some leucocytes and red cells and a tight meshwork separated from test solution below?,no
image590,Does these end components of chromosome show migration of neutrophils towards chemotactic agent?,no
image590,What does lower half of chamber show?,migration neutrophils towards chemotactic agent
image590,Does lower half of chamber show migration of neutrophils towards chemotactic agent?,yes
image590,What shows migration of neutrophils towards chemotactic agent?,lower half of chamber
image591,Is the affected area on right presence of a lipogranuloma having central pool of fat and surrounded by mixed inflammatory cells and foreign body type multinucleated giant cells?,no
image591,Is there presence of a lipogranuloma having central pool of fat and surrounded by mixed inflammatory cells and foreign body type multinucleated giant cells?,yes
image591,What is there of a lipogranuloma having central pool of fat and surrounded by mixed inflammatory cells and foreign body type multinucleated giant cells?,presence of a lipogranuloma
image592,What are papillae covered with ?,well oriented and orderly layers of squamous cells
image592,What are covered with well oriented and orderly layers of squamous cells?,papillae
image592,Is the alveolar septa papillomatosis?,no
image592,Is there any papillomatosis?,yes
image592,What is there in the figure?,papillomatosis
image592,What is there?,papillomatosis
image592,Are various types of epithelial cells covered with well oriented and orderly layers of squamous cells?,no
image592,Are papillae covered with well oriented and orderly layers of squamous cells?,yes
image593,What does the silver methenamine-stained glomerulus appear normal with?,a delicate basement membrane
image593,"Does a peripheral blood smear appear normal,  with a delicate basement membrane?",no
image593,"Does the silver methenamine-stained glomerulus appear normal,  with a delicate basement membrane?",yes
image593,How does the silver methenamine-stained glomerulus appear ?,with a delicate basement membrane
image593,"What appears normal,  with a delicate basement membrane?",the silver methenamine-stained glomerulus
image594,Is the deposition sloughed off at places with exudate of muco-pus in the lumen?,no
image594,What is the mucosa sloughed off at places with?,exudate of muco-pus in the lumen
image594,What is sloughed off at places with exudate of muco-pus in the lumen?,mucosa
image594,Is the mucosa sloughed off at places with exudate of muco-pus in the lumen?,yes
image594,Is the bronchial wall thickened and infiltrated by acute and chronic inflammatory cells?,yes
image594,What is the bronchial wall thickened and infiltrated by?,acute and chronic inflammatory cells
image594,What is thickened and infiltrated by acute and chronic inflammatory cells?,bronchial wall
image594,Is the affected part thickened and infiltrated by acute and chronic inflammatory cells?,no
image595,Is lewy body present?,no
image595,Is oral present?,yes
image595,What is present?,oral
image595,Does fibroma show ameloblastic fibroma?,no
image595,Does this image show ameloblastic fibroma?,yes
image595,What does this image show?,ameloblastic fibroma
image595,Where is this?,oral
image596,What does this image show?,cyst
image596,Where is this?,oral
image596,Does this image show cyst?,yes
image596,What is present?,oral
image596,Is oral present?,yes
image596,Is primary present?,no
image596,Does pituitary show cyst?,no
image597,Where is this?,oral
image597,What does this image show?,resorption
image597,Does this image show resorption?,yes
image597,Does chronic myelogenous leukemia in blast crisis show resorption?,no
image597,What is present?,oral
image597,Is oral present?,yes
image597,Is traumatic rupture present?,no
image598,Is sectioned femur lesion present?,no
image598,Is cytomegalovirus present?,yes
image598,What is present?,cytomegalovirus
image598,Where is this?,oral
image598,Is submaxillary gland present?,yes
image598,What is present?,submaxillary gland
image598,Is sac present?,no
image599,Where is this?,oral
image599,Does this image show ameloblastoma?,yes
image599,Does saggital section sternum with typical plasmacytoma show ameloblastoma?,no
image599,Is notochord present?,no
image599,Is oral present?,yes
image599,What is present?,oral
image600,Where is this?,oral
image600,What does this image show?,dentigerous cyst
image600,Does this image show dentigerous cyst?,yes
image600,Does musculoskeletal show dentigerous cyst?,no
image600,What is present?,oral
image600,Is oral present?,yes
