image,question,answer
image3178,Does electron microscopy show dark tan firm areas with base on the pleura?,no
image3178,Does the sectioned surface show dark tan firm areas with base on the pleura?,yes
image3178,How does the sectioned surface show dark tan firm areas?,with base on the pleura
image3178,What shows dark tan firm areas with base on the pleura?,the sectioned surface
image3178,What is the color of the firm areas with base on the pleura?,dark tan
image3178,What does the sectioned surface show with?,base on the pleura
image3179,Does onsumption of tobacco in india protrude?,no
image3179,Does the basement membrane material protrude?,yes
image3180,Was a gravid uterus removed for postpartum bleeding?,yes
image3180,Was the injurious stimulus removed for postpartum bleeding?,no
image3180,What was a gravid uterus removed for?,postpartum bleeding
image3180,What was removed for postpartum bleeding?,a gravid uterus
image3181,"Is predominance of blastemal morphology and diffuse anaplasia characterized by increased numbers of epithelial cells,  as in this example of epithelial hyperplasia?",no
image3181,"Is proliferative breast disease characterized by increased numbers of epithelial cells,  as in this example of epithelial hyperplasia?",yes
image3181,What is proliferative breast disease characterized by?,an increased numbers of epithelial cells
image3181,"What is characterized by increased numbers of epithelial cells,  as in this example of epithelial hyperplasia?",proliferative breast disease
image3182,"How is the number there of malignant cells scattered singly or in small clusters having characteristic cytoplasmic vacuoles, nuclear hyperchromasia and prominent nucleoli?",large
image3182,"Are the periphery large number of malignant cells scattered singly or in small clusters having characteristic cytoplasmic vacuoles, nuclear hyperchromasia and prominent nucleoli?",no
image3182,"Are there large number of malignant cells scattered singly or in small clusters having characteristic cytoplasmic vacuoles, nuclear hyperchromasia and prominent nucleoli?",yes
image3183,Are the cytoplasm normocellular?,no
image3183,Are glomeruli normocellular?,yes
image3183,What are normocellular?,glomeruli
image3183,Are layers of squamous epithelium diffusely thickened due to duplication of the GBM?,no
image3183,Are the capillary walls diffusely thickened due to duplication of the GBM?,yes
image3183,What are the capillary walls diffusely thickened due to?,duplication of the gbm
image3183,What are diffusely thickened due to duplication of the GBM?,capillary walls
image3184,"What was present within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?",focal anaplasia
image3184,"What was present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis (center of field)?",focal anaplasia
image3184,"Was the extensive subcutaneous fibrosis present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?",no
image3184,What are associated with specific molecular lesions?,predominance of blastemal morphology and diffuse anaplasia
image3184,What are predominance of blastemal morphology and diffuse anaplasia associated with?,specific molecular lesions
image3184,Are FISH using a fluorescein-labeled cosmid probe for n-myc on a tissue section containing neuroblastoma associated with specific molecular lesions?,no
image3184,Are predominance of blastemal morphology and diffuse anaplasia associated with specific molecular lesions ?,yes
image3184,"Was focal anaplasia present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?",yes
image3185,What do peripheral blood film show?,marked neutrophilic leucocytosis accompanied with late precursors of myeloid series
image3185,What is accompanied with late precursors of myeloid series?,peripheral blood film showing marked neutrophilic leucocytosis
image3185,Are the mature red cells higher as demonstrated by this cytochemical stain?,no
image3185,What is higher as demonstrated by this cytochemical stain?,neutrophil (or leucocyte) alkaline phosphatase (nap or lap) activity
image3186,What are many thick-walled dilated cavities with?,cartilaginous wall
image3186,Is the section of the mitral valve seen?,no
image3186,Are many thick-walled dilated cavities with cartilaginous wall seen?,yes
image3186,What are seen?,thick-walled dilated cavities with cartilaginous wall
image3187,Are two daughter cells distended with cytoplasmic vacuoles while the interstitial vasculature is compressed?,no
image3187,Are the tubular epithelial cells distended with cytoplasmic vacuoles while the interstitial vasculature is compressed?,yes
image3187,What are the tubular epithelial cells distended with?,cytoplasmic vacuoles
image3187,What is compressed?,interstitial vasculature
image3187,Are the nuclei of affected tubules pale?,yes
image3187,What are pale?,the nuclei of affected tubules
image3187,Is the interstitial vasculature compressed?,yes
image3187,Are equence of events in the pathogenesis of reversible and irreversible cell injury pale?,no
image3187,What are distended with cytoplasmic vacuoles while the interstitial vasculature is compressed?,tubular epithelial cells is compressed
image3188,Is the polyp derived from calcitonin molecules secreted by the neoplastic cells?,no
image3188,"Do these tumors contain amyloid,  visible here as homogeneous extracellular material,  derived from calcitonin molecules secreted by the neoplastic cells?",yes
image3188,What do these tumors contain?,amyloid derived from calcitonin molecules secreted by the neoplastic cells
image3188,What is derived from calcitonin molecules secreted by the neoplastic cells?,amyloid
image3188,"Do acute epididymitis contain amyloid,  visible here as homogeneous extracellular material,  derived from calcitonin molecules secreted by the neoplastic cells?",no
image3188,What contain amyloid derived from calcitonin molecules secreted by the neoplastic cells?,medullary carcinoma tumors
image3188,Is amyloid derived from calcitonin molecules secreted by the neoplastic cells?,yes
image3189,What is there in the number of layers of epithelium?,increase
image3189,Is there increase in the number of layers of epithelium?,yes
image3189,Is the heart increased in the number of layers of epithelium?,no
image3189,What are the cells still recognisable as?,of transitional origin and show features of anaplasia
image3189,Are the cells still recognisable as of transitional origin and show features of anaplasia?,yes
