image,question,answer
image3247,Is respiratory present?,yes
image3247,"Does nodular tumor show lung, diffuse alveolar damage?",no
image3247,"Does this image show lung, diffuse alveolar damage?",yes
image3247,What does this image show?,lung
image3247,What is present?,respiratory
image3248,What is present?,respiratory
image3248,"Does this image show lung, congestive heart failure, bone marrow embolus?",yes
image3248,What does this image show?,lung
image3248,Is respiratory present?,yes
image3248,Is papillary intraductal adenocarcinoma present?,no
image3248,Where is this?,lung
image3248,"Does fibrinous peritonitis show lung, congestive heart failure, bone marrow embolus?",no
image3249,Is respiratory present?,yes
image3249,What is present?,respiratory
image3249,Do malignant adenoma stain?,no
image3249,Do silver stain?,yes
image3249,What stain?,silver
image3249,"Does chromophobe adenoma show lung, pneumocystis pneumonia?",no
image3249,Is fibroma present?,no
image3249,"Does this image show lung, pneumocystis pneumonia?",yes
image3249,What does this image show?,lung
image3249,Where is this?,lung
image3250,What does this image show?,lung
image3250,Does this image show lung?,yes
image3250,Does anencephaly and bilateral cleft palate show lung?,no
image3250,What is present?,respiratory
image3250,Where is this?,lung
image3250,Is spinal column present?,no
image3250,Is respiratory present?,yes
image3251,"Does cysticercosis show lung, cryptococcal pneumonia?",no
image3251,Is postpartum uterus present?,no
image3251,Is respiratory present?,yes
image3251,Where is this?,lung
image3251,What does this image show?,lung
image3251,"Does this image show lung, cryptococcal pneumonia?",yes
image3251,What is present?,respiratory
image3252,"Does this image show lung, congestion, heart failure cells hemosiderin laden macrophages?",yes
image3252,What does this image show?,lung
image3252,"Does pinworm show lung, congestion, heart failure cells hemosiderin laden macrophages?",no
image3252,What is present?,respiratory
image3252,Is respiratory present?,yes
image3252,Is glioblastoma multiforme present?,no
image3252,Where is this?,lung
image3253,What stain?,this image shows lung
image3253,"Do this image shows lung, bronchopneumonia, bacterial, tissue gram stain?",yes
image3253,What is present?,respiratory
image3253,Is respiratory present?,yes
image3253,Where is this?,lung
image3254,"Does neurofibrillary change show lung, infarct, acute and organized?",no
image3254,Is respiratory present?,yes
image3254,What is present?,respiratory
image3254,"Does this image show lung, infarct, acute and organized?",yes
image3254,Where is this?,lung
image3254,What does this image show?,lung
image3254,Is digital infarcts bacterial endocarditis present?,no
image3255,Where is this?,lung
image3255,Is there present?,no
image3255,Is respiratory present?,yes
image3255,What is present?,respiratory
image3255,"Does ulcer with candida infection show lung, histoplasma pneumonia?",no
image3255,"Does this image show lung, histoplasma pneumonia?",yes
image3255,What does this image show?,lung
image3256,What is present?,respiratory
image3256,Does this image show Breast cancer metastasis to lung?,yes
image3256,Is respiratory present?,yes
image3256,What does this image show?,Breast cancer metastasis to lung
image3256,Where is this?,lung
image3257,Is respiratory present?,yes
image3257,Is metastatic pancreas carcinoma present?,no
image3257,Where is this?,lung
image3257,What is present?,respiratory
image3257,"Does this image show lung, infarct, acute and organized?",yes
image3257,What does this image show?,lung
image3257,"Does opened muscle show lung, infarct, acute and organized?",no
image3258,"Does this image show lung, sarcoidosis, multinucleated giant cells with asteroid bodies?",yes
image3258,Where is this?,lung
image3258,Is respiratory present?,yes
image3258,What is present?,respiratory
image3258,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image3258,What does this image show?,lung
image3259,"Does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes
image3259,"Does polycystic disease show lung, mycobacterium tuberculosis, granulomas and giant cells?",no
image3259,What is present?,respiratory
image3259,Is respiratory present?,yes
image3259,Is morphology present?,no
image3259,What does this image show?,lung
image3259,Where is this?,lung
image3260,Where is this?,lung
image3260,"Does pancreas show lung, multinucleated foreign body giant cell?",no
image3260,"Does this image show lung, multinucleated foreign body giant cell?",yes
image3260,What does this image show?,lung
image3261,Does serous cystadenoma stain?,no
image3261,What is present?,respiratory
image3261,Is respiratory present?,yes
image3261,Where is this?,lung
image3261,Does trichrome stain?,yes
image3261,Is endometritis present?,no
image3261,"Was coronary artery anomalous origin left from pulmonary artery used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no
image3261,What stain?,trichrome
image3261,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image3261,"How many antitrypsin was talc used to sclerose emphysematous lung, alpha-deficiency?",1
image3261,"What was used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",talc
image3261,"Does this person show pleura, talc reaction?",no
image3261,"Does this image show pleura, talc reaction?",yes
image3261,What does this image show?,pleura
image3261,"Was talc used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",yes
image3262,What does this image show?,pleura
image3262,"Does this image show pleura, talc reaction?",yes
image3262,"Does purulent sinusitis show pleura, talc reaction?",no
image3262,"What was used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",talc
image3262,"How many antitrypsin was talc used to sclerose emphysematous lung, alpha-deficiency?",1
image3262,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image3262,"Was macerated stillborn used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no
image3262,What is present?,respiratory
image3262,Is respiratory present?,yes
image3262,Is this partially fixed gross present?,no
image3262,Where is this?,lung
image3262,"Was talc used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",yes
image3263,"Does oil acid show brain, herpes encephalitis?",no
image3263,"Does this image show brain, herpes encephalitis?",yes
image3263,What is present?,nervous
image3263,Is nervous present?,yes
image3263,Is aplastic present?,no
image3263,What does this image show?,brain
image3264,Does cytomegalovirus show external view bilateral cleft palate?,no
image3264,Does this image show external view bilateral cleft palate?,yes
image3264,What does this image show?,external view bilateral cleft palate
image3265,Does this image show opened scalp to show small cranium inside of boggy edematous scalp?,yes
image3265,What is present?,lymphangiomatosis
image3265,What is present ?,Lymphangiomatosis
image3265,Is lymphangiomatosis present?,yes
image3266,What does this image show?,large nodular osteoma in right temporal fossa
image3266,Does this image show large nodular osteoma in right temporal fossa?,yes
image3266,Does fibroma show large nodular osteoma in right temporal fossa?,no
image3266,What is present?,bone
image3266,"Is bone, calvarium present?",yes
image3266,Is embryo-fetus present?,no
image3266,What is present ?,"bone, calvarium"
image3267,What is present?,basilar skull fracture
image3267,What is present?,bone
image3267,What is present ?,basilar skull fracture
image3267,What is present ?,"bone, calvarium"
image3267,Is basilar skull fracture present?,yes
image3267,"Is bone, calvarium present?",yes
image3268,Is malformed base present?,yes
image3268,Is malformed base present?,yes
image3268,What is present ?,malformed base
image3268,What is present?,malformed base
image3269,Is carcinomatosis endometrium primary present?,no
image3269,Is rheumatoid arthritis present?,yes
